year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2007,Missouri,2005,1547,489,443,905,219,185,885,252,.033363841,.025742574,.0081371162,.22094764,.45137158,.0038727475,.003271499,.014726683,.0041933605,.14156432,.37832311,.57207501,.51533741,19.147631
2008,Missouri,2131,1567,528,436,991,202,191,852,276,.035508383,.026110575,.0087979473,.20459878,.46503988,.0035845474,.0033893492,.014196687,.0045989268,.12890874,.36174244,.54371411,.52272725,20.058659
2009,Missouri,2071,1726,484,402,952,193,171,993,248,.034343235,.028622124,.0080261342,.19410913,.4596813,.00340232,.0030144907,.016466843,.004112565,.11181924,.35330579,.57531863,.51239669,19.643167
2010,Missouri,2194,1795,504,420,1043,207,183,1004,247,.036153909,.029578973,.0083051827,.19143118,.47538742,.0036264255,.0032059704,.01654445,.0040701986,.11532033,.36309522,.55933148,.49007937,20.13628
2011,Missouri,2374,1835,611,551,1041,247,209,989,313,.038222507,.029544357,.0098373853,.23209773,.43850043,.004208195,.0035607803,.015923362,.0050394461,.1346049,.34206221,.53896457,.51227498,18.264532
2012,Missouri,2186,1748,488,417,1051,186,169,920,227,.035464559,.02835867,.0079170652,.19075938,.48078683,.003194175,.0029022342,.014925615,.0036827333,.10640732,.34631148,.52631581,.46516395,20.569077
2013,Missouri,2176,1741,501,413,1100,187,175,919,242,.035267994,.028217638,.0081200665,.18979779,.50551468,.0032033713,.0029978072,.014894893,.0039222678,.10740954,.3493014,.52785754,.48303393,20.869946
2014,Missouri,2140,1687,442,369,1125,133,125,882,199,.034856826,.027478255,.0071994006,.1724299,.52570093,.0022873851,.002149798,.014366224,.003241359,.078838177,.28280544,.52282161,.45022625,21.624767
2015,Missouri,2315,1920,556,465,1226,182,161,1003,248,.03758971,.031175917,.0090280259,.20086393,.52958965,.00311804,.0027582662,.016286168,.0040268893,.094791666,.28956833,.52239585,.44604316,21.060907
2016,Missouri,2458,2053,561,482,1378,172,148,1050,233,.039694458,.033154078,.0090596387,.19609438,.5606184,.0029276097,.002519106,.016956544,.0037627376,.083779834,.26381463,.51144665,.41532975,21.472336
2017,Missouri,2562,1944,555,472,1527,169,151,912,208,.041273985,.031317964,.0089410851,.18423107,.59601873,.0028765958,.0025702128,.014692378,.0033508933,.086934157,.27207208,.46913579,.37477478,22.20882
2018,Missouri,2346,1903,518,507,1346,152,136,880,201,.037586518,.030488977,.0082991542,.21611254,.57374257,.0025702158,.0022996669,.014098949,.0032203281,.079873882,.26254827,.46242774,.38803089,22.02174
2000,Montana,67,30,2,8,45,1,0,11,2,.027974948,.012526096,.00083507306,.11940298,.67164177,.00044052865,0,.004592902,.00083507306,.033333335,0,.36666667,1,27.134329
2001,Montana,252,162,10,33,167,2,1,87,3,.024881518,.01599526,.00098736177,.13095239,.66269839,.00020942408,.00010471204,.0085900472,.00029620854,.012345679,.1,.53703701,.30000001,29.369047
2002,Montana,218,156,19,33,149,5,5,71,9,.024222223,.017333332,.0021111111,.15137614,.68348622,.0005889975,.0005889975,.0078888889,.001,.032051284,.2631579,.45512819,.47368422,29.944954
2003,Montana,249,180,23,35,154,5,4,94,6,.025575185,.018488085,.0023623665,.14056225,.61847389,.00054585154,.00043668124,.0096548889,.00061626954,.027777778,.17391305,.52222222,.26086956,28.409639
2004,Montana,247,162,19,39,167,3,2,75,3,.025877424,.016972236,.0019905709,.15789473,.67611337,.00033233632,.00022155755,.0078575173,.00031430068,.018518519,.10526316,.46296296,.15789473,30.955465
2005,Montana,236,143,16,32,168,5,4,65,3,.027079748,.016408492,.0018359151,.13559322,.71186441,.00060598715,.00048478972,.0074584051,.00034423408,.034965035,.25,.45454547,.1875,30.394068
2006,Montana,232,161,23,35,147,4,4,84,15,.025629696,.017786125,.002540875,.15086207,.63362068,.00046614613,.00046614613,.0092797168,.0016570924,.024844721,.17391305,.52173913,.65217394,27.517241
2007,Montana,169,188,9,31,105,4,2,105,4,.018632855,.020727674,.00099228229,.18343195,.62130177,.00046620046,.00023310023,.011576626,.00044101433,.021276595,.22222222,.55851066,.44444445,28.91716
2008,Montana,246,192,20,34,163,5,5,99,13,.027024059,.021091947,.002197078,.13821138,.66260165,.00058241119,.00058241119,.010875535,.0014281006,.026041666,.25,.515625,.64999998,27.849594
2009,Montana,236,184,19,37,148,4,3,91,8,.026345165,.020540299,.0021210092,.15677966,.62711865,.00047014575,.00035260932,.010158517,.00089305651,.021739131,.15789473,.49456522,.42105263,29.588984
2010,Montana,276,221,22,54,195,5,4,106,7,.028128821,.02252344,.0022421526,.19565217,.70652175,.00054147717,.00043318173,.010803098,.00071341213,.022624435,.18181819,.47963801,.31818181,31.177536
2011,Montana,251,171,27,62,138,6,5,68,12,.025188159,.01716006,.0027094833,.24701196,.54980081,.0006378229,.00053151906,.0068238834,.0012042148,.03508772,.18518518,.39766082,.44444445,25.840637
2012,Montana,254,249,29,36,160,6,6,107,11,.025014773,.024522355,.0028560173,.14173229,.62992126,.00062396005,.00062396005,.010537719,.0010833169,.024096385,.20689656,.42971888,.37931034,29.358267
2013,Montana,257,235,33,39,168,8,7,116,12,.025412835,.023237417,.0032631266,.15175097,.65369648,.00083655759,.00073198788,.011470385,.0011865916,.034042552,.21212122,.49361703,.36363637,29.07004
2014,Montana,280,246,38,60,173,9,8,112,14,.02834582,.024903826,.0038469327,.21428572,.61785716,.00095948827,.00085287844,.011338328,.001417291,.036585364,.21052632,.45528457,.36842105,27.657143
2015,Montana,241,271,42,50,152,10,10,109,11,.02448938,.027537853,.0042678588,.20746888,.63070542,.0010695187,.0010695187,.01107611,.0011177725,.036900368,.23809524,.40221402,.26190478,29.240664
2016,Montana,258,270,21,49,166,2,0,129,3,.025391202,.026572188,.0020667256,.18992248,.64341086,.00020828994,0,.012695601,.00029524654,.0074074073,0,.47777778,.14285715,27.763565
2017,Montana,289,288,46,57,182,14,9,137,24,.028275119,.028177282,.0045005381,.19723183,.62975776,.0014491254,.00093158061,.013403776,.0023481068,.048611112,.19565217,.47569445,.52173913,29.089966
2018,Montana,276,253,31,47,173,4,3,102,9,.026702786,.024477554,.0029992261,.17028986,.62681162,.00040638016,.00030478512,.0098684207,.00087074301,.015810277,.096774191,.40316206,.29032257,28.873188
2000,Nebraska,158,137,65,51,47,38,32,91,47,.046320725,.040164176,.019055996,.32278481,.29746836,.011953444,.010066058,.026678393,.01377895,.27737227,.49230769,.66423357,.72307694,13.85443
2001,Nebraska,705,832,347,225,234,200,182,543,216,.045267753,.053422369,.022280725,.31914893,.3319149,.013775053,.012535298,.0348658,.01386927,.24038461,.52449566,.65264422,.62247837,14.785815
2002,Nebraska,469,680,219,130,171,117,106,445,150,.037932709,.054998383,.017712714,.2771855,.36460555,.010114983,.0091640009,.035991587,.012131996,.17205882,.48401827,.65441179,.68493152,15.861407
2003,Nebraska,594,781,340,187,203,208,190,536,255,.045996591,.060477003,.026328016,.31481481,.34175083,.017248528,.015755868,.041505344,.019746013,.26632524,.55882353,.68629962,.75,14.713804
2004,Nebraska,579,754,289,170,219,170,152,519,188,.044918541,.058494959,.022420481,.29360968,.37823835,.014150159,.012651906,.040263772,.014584949,.2254642,.52595156,.68832892,.65051901,15.846287
2005,Nebraska,708,880,332,169,261,184,162,592,221,.040591676,.050452929,.019034514,.23870057,.36864406,.011269676,.0099222148,.03394106,.012670565,.2090909,.48795182,.67272729,.66566265,16.145481
2006,Nebraska,766,1012,365,148,322,178,161,665,221,.042407129,.056026131,.020207053,.19321148,.42036554,.010503334,.0095002064,.036815591,.012234955,.17588933,.44109589,.65711462,.60547948,17.998695
2007,Nebraska,719,816,309,162,319,149,137,555,202,.040033408,.0454343,.017204899,.22531293,.44367176,.0088348649,.0081233326,.030902004,.011247216,.18259804,.44336569,.68014705,.65372169,18.335188
2008,Nebraska,709,951,327,110,326,156,143,615,207,.039496407,.052977551,.018216256,.15514809,.45980254,.0092510227,.0084801046,.03425993,.011531391,.16403785,.43730888,.64668769,.63302749,18.74612
2009,Nebraska,788,1071,369,160,353,169,161,684,212,.043514274,.059141863,.020376608,.20304568,.44796956,.0099805119,.0095080612,.037771273,.011706886,.15779646,.43631437,.63865548,.57452577,18.031727
2010,Nebraska,766,1042,345,155,363,184,169,661,216,.042529564,.057853535,.01915496,.20234987,.47389033,.01084522,.0099610984,.036699794,.011992672,.1765835,.48985508,.63435704,.62608695,18.327677
2011,Nebraska,759,1102,376,155,361,177,154,680,224,.040560037,.058889542,.020092983,.20421608,.47562581,.010025488,.0087227412,.036338374,.011970288,.16061705,.40957448,.61705989,.59574467,19.147562
2012,Nebraska,864,1110,380,168,379,176,164,665,223,.045755442,.058783032,.020123921,.19444445,.4386574,.0098982062,.009223328,.03521686,.011809564,.15855856,.43157893,.5990991,.58684212,17.942129
2013,Nebraska,823,1136,385,159,404,179,167,711,246,.043695249,.060313247,.02044067,.19319563,.49088699,.010118139,.0094398279,.037748873,.013060791,.15757042,.43376625,.6258803,.63896102,20.18712
2014,Nebraska,875,1286,405,165,430,205,188,802,245,.045618061,.067045517,.021114646,.18857142,.49142858,.011351052,.010409745,.041812211,.012773057,.15940902,.46419752,.62363917,.60493827,18.76
2015,Nebraska,901,1239,382,196,482,175,158,737,199,.047199957,.064906493,.020011526,.21753608,.53496116,.0097179031,.0087738782,.038608622,.010424852,.14124294,.41361257,.59483457,.52094239,19.874584
2016,Nebraska,987,1279,437,235,473,197,186,788,262,.051900931,.067255616,.02297944,.23809524,.47922999,.010995758,.010381781,.041436609,.013777147,.15402658,.42562929,.61610633,.59954232,18.302938
2017,Nebraska,1078,1406,456,212,566,175,162,831,228,.055154771,.071936555,.023330776,.19666049,.52504641,.0095451074,.0088360421,.042517267,.011665388,.12446657,.35526314,.59103841,.5,18.899815
2018,Nebraska,980,1419,415,229,498,141,125,772,202,.050383013,.072952546,.021335663,.23367347,.50816327,.0077023925,.0068283621,.039689478,.01038507,.099365748,.30120483,.54404509,.486747,18.896938
2000,Nevada,409,459,197,103,181,83,76,255,98,.14872727,.16690908,.071636364,.25183374,.44254279,.032233011,.029514562,.092727274,.035636365,.18082789,.3857868,.55555558,.49746192,17.496332
2001,Nevada,1341,1479,647,262,678,292,269,876,357,.14228116,.15692307,.068647213,.19537659,.50559282,.033039149,.030436751,.092944294,.037877984,.1974307,.41576508,.59229207,.55177742,18.718866
2002,Nevada,1195,1320,577,199,611,296,275,832,320,.14210965,.15697467,.068616956,.1665272,.51129705,.037577759,.034911767,.098941609,.038054466,.22424242,.47660312,.63030303,.55459273,18.637657
2003,Nevada,1472,1751,775,273,675,383,346,1133,462,.15434623,.18360071,.081262454,.18546195,.45855978,.042946849,.038797937,.11880046,.048442908,.21873215,.4464516,.64705884,.59612906,18.052309
2004,Nevada,1497,1687,721,258,797,344,313,1023,388,.15322416,.17267144,.073797338,.17234468,.5323981,.037468687,.034092147,.10470829,.039713409,.20391227,.43411928,.60640192,.53814149,19.929859
2005,Nevada,4092,4799,2027,780,2068,1006,895,2931,1123,.17384654,.20388308,.086116068,.19061583,.50537634,.045681592,.040641177,.12452205,.047710087,.209627,.44153923,.61075222,.5540207,19.165689
2006,Nevada,4673,5268,2430,903,2370,1120,1053,3110,1257,.18798777,.21192373,.097755253,.19323775,.50716883,.048091374,.045214478,.12511063,.050567221,.2126044,.43333334,.59035689,.51728398,18.74877
2007,Nevada,4908,5614,2568,855,2525,1110,1035,3331,1345,.19106197,.21854563,.099968858,.17420538,.51446617,.046244219,.043119609,.12967144,.052359078,.19771999,.40303737,.59333807,.52375388,18.862469
2008,Nevada,4785,5482,2400,805,2551,1122,1038,3236,1284,.18587577,.21295109,.093229227,.16823407,.53312433,.046455782,.042977806,.12570408,.049877636,.20466983,.4325,.59029549,.53500003,19.786415
2009,Nevada,4941,5858,2404,710,2738,1064,997,3446,1267,.18898451,.22405814,.091948748,.14369561,.55413884,.043400228,.040667318,.13180341,.04846051,.18163195,.41472545,.58825541,.52703828,20.737907
2010,Nevada,5021,6260,2503,630,2874,1097,1007,3629,1259,.18728086,.23349497,.093360685,.12547301,.57239592,.043753989,.040164325,.13535994,.046960089,.17523962,.40231723,.57971245,.50299639,21.427206
2011,Nevada,4877,6397,2675,562,2883,1104,1016,3721,1373,.18676521,.24497376,.1024394,.11523478,.59114212,.044954799,.041371446,.14249608,.052579176,.1725809,.37981308,.58167893,.51327103,22.106419
2012,Nevada,4993,6199,2468,558,2952,981,921,3462,1172,.18682182,.23194642,.09234453,.11175646,.59122771,.038973421,.036589727,.12953678,.04385243,.15825133,.37317666,.55847716,.47487843,22.188864
2013,Nevada,4985,6121,2396,453,2995,973,907,3259,1061,.18636908,.22883955,.089576788,.090872616,.60080242,.038520925,.035907995,.12184089,.039666519,.15896095,.37854758,.53242934,.44282138,22.838717
2014,Nevada,5061,6183,2482,535,3116,1042,977,3237,1106,.18875876,.23060569,.092570491,.10571034,.61568862,.041195542,.038625762,.12072952,.041250188,.1685266,.39363417,.52353227,.44560838,23.373838
2015,Nevada,5095,6389,2430,545,3313,991,935,3296,1039,.18878761,.23673485,.090040021,.10696761,.65024531,.038782138,.036590617,.12212835,.038498592,.15511034,.38477367,.51588666,.42757201,23.805496
2016,Nevada,5217,6382,2476,553,3468,980,923,3286,1069,.19120395,.23390141,.090745829,.10599962,.66474986,.03786708,.035664607,.12043247,.039179035,.15355688,.37277868,.5148856,.43174475,24.066513
2017,Nevada,5433,6919,2567,630,3571,967,909,3405,1044,.19121529,.2435153,.090345971,.11595803,.65727961,.036010873,.033850968,.11983951,.036743745,.13976008,.35410985,.49212313,.40670043,23.819437
2018,Nevada,5535,7083,2637,654,3739,947,872,3453,1031,.19134372,.24485774,.091160506,.11815718,.67551941,.034438867,.031711396,.11936945,.035641443,.13370042,.33067879,.48750529,.39097458,24.471544
2000,New Hampshire,139,24,11,31,84,0,0,8,3,.05104664,.0088138087,.004039662,.22302158,.60431653,0,0,.002937936,.0011017261,0,0,.33333334,.27272728,23.338129
2001,New Hampshire,529,134,35,91,328,17,10,67,13,.051579565,.013065523,.0034126365,.17202269,.62003779,.0017547482,.0010322048,.0065327613,.0012675507,.12686567,.2857143,.5,.37142858,26.446125
2002,New Hampshire,486,160,55,124,271,18,13,92,21,.052478135,.017276753,.0059388834,.25514403,.55761319,.0020663529,.001492366,.009934132,.0022675737,.1125,.23636363,.57499999,.38181818,23.08642
2003,New Hampshire,574,220,64,143,319,26,20,127,32,.055139288,.021133525,.0061479346,.24912892,.55574912,.0026633886,.0020487604,.012199808,.0030739673,.11818182,.3125,.57727271,.5,23.804878
2004,New Hampshire,571,173,47,119,313,25,19,78,18,.05577806,.016899481,.0045911889,.2084063,.54816115,.0025837123,.0019636212,.0076194196,.0017583276,.14450867,.40425533,.45086706,.38297874,24.353765
2005,New Hampshire,702,127,39,158,361,10,8,65,12,.0550243,.0099545382,.0030569055,.22507122,.51424503,.00082671957,.00066137564,.0050948425,.00094058632,.078740157,.20512821,.51181102,.30769232,23.792023
2006,New Hampshire,657,211,55,117,400,13,12,85,11,.051256046,.016461227,.0042908411,.1780822,.60882801,.0010654865,.00098352588,.0066312999,.00085816818,.061611373,.21818182,.40284359,.2,26.216133
2007,New Hampshire,633,247,81,83,385,20,16,120,28,.048016384,.018736251,.0061442768,.13112165,.60821486,.001600128,.0012801024,.0091026323,.0021239475,.080971658,.19753087,.48582995,.34567901,26.306477
2008,New Hampshire,660,258,72,83,389,16,13,123,21,.050722409,.019827852,.0055333539,.12575758,.58939391,.0012959663,.0010529726,.0094528124,.0016138948,.062015504,.18055555,.47674417,.29166666,26.704546
2009,New Hampshire,672,280,67,115,388,24,16,149,24,.051608939,.021503724,.0051455339,.17113096,.57738096,.0019376716,.0012917811,.011443053,.0018431764,.085714288,.23880596,.53214288,.35820895,25.522322
2010,New Hampshire,730,251,68,123,418,20,16,122,23,.055198487,.018979207,.005141777,.16849315,.57260275,.0015846605,.0012677284,.0092249531,.0017391305,.079681277,.23529412,.48605579,.33823529,24.998631
2011,New Hampshire,757,301,81,137,439,32,19,135,23,.055727325,.022158422,.0059628976,.18097754,.57992077,.0024672321,.0014649191,.0099381628,.0016931684,.10631229,.2345679,.44850498,.28395063,26.002642
2012,New Hampshire,733,266,65,118,422,14,11,123,17,.054421265,.019749053,.0048258966,.16098227,.57571626,.0010834236,.00085126143,.0091320807,.0012621576,.052631579,.16923077,.46240601,.26153848,26.076399
2013,New Hampshire,779,299,79,112,479,18,11,138,17,.057503507,.022071308,.0058315494,.14377406,.61489087,.0013900687,.00084948645,.010186757,.0012548903,.060200669,.1392405,.46153846,.21518987,27.754814
2014,New Hampshire,820,303,87,134,478,24,17,136,23,.061075523,.022568151,.0064799641,.16341463,.58292681,.0018666874,.001322237,.010129599,.001713094,.07920792,.19540229,.44884488,.26436782,26.052439
2015,New Hampshire,789,365,110,138,471,29,21,164,31,.058977425,.0272836,.0082224552,.17490494,.59695816,.0022506791,.001629802,.012258933,.0023172372,.079452053,.19090909,.44931507,.28181818,26.949303
2016,New Hampshire,760,354,81,144,469,12,11,171,26,.056598153,.026362823,.0060321717,.18947369,.61710525,.00093146006,.0008538384,.012734585,.0019362526,.033898305,.13580246,.48305085,.32098764,26.044737
2017,New Hampshire,901,353,78,180,558,31,17,135,18,.065728039,.025751386,.0056901081,.19977802,.61931187,.0023570559,.0012925791,.009848264,.0013131018,.087818697,.21794872,.38243628,.23076923,25.287458
2018,New Hampshire,859,426,114,150,537,31,23,167,29,.062336721,.030914368,.0082728593,.17462166,.62514549,.0023438681,.0017389989,.012119013,.0021044994,.072769955,.20175439,.39201877,.25438598,26.264261
2000,New Jersey,1585,968,385,265,783,170,131,464,131,.15502739,.094679184,.037656493,.16719243,.49400631,.017793594,.013711534,.045383412,.012812989,.17561984,.34025973,.47933885,.34025973,19.675711
2001,New Jersey,5085,3172,1319,1117,2379,669,532,1580,445,.15908024,.099233538,.041263882,.21966568,.4678466,.022406055,.01781767,.049429063,.013921477,.21090795,.40333587,.49810845,.3373768,18.878859
2002,New Jersey,4757,2888,1231,893,2403,602,491,1371,414,.16590521,.10072193,.042932376,.18772335,.50515032,.022355912,.018233808,.047815017,.01443867,.20844875,.39886272,.47472298,.33631194,19.62224
2003,New Jersey,5538,3254,1428,1118,2729,770,636,1601,517,.17271706,.10148453,.044535927,.20187794,.49277717,.025640171,.021178115,.049931388,.016124003,.23663184,.44537815,.49200985,.36204481,19.50614
2004,New Jersey,5337,3485,1419,982,2760,664,545,1640,476,.16632386,.10860758,.044222139,.1839985,.51714444,.022001326,.018058317,.051109448,.014834206,.19053085,.38407329,.47058824,.33544749,20.39348
2005,New Jersey,14351,9424,4065,2670,7284,1959,1641,4621,1463,.17086354,.1122025,.048398044,.18604976,.50756043,.024885355,.020845773,.055017799,.017418534,.20787351,.40369004,.49034381,.35990161,19.920214
2006,New Jersey,15144,10198,4661,2554,7967,2194,1905,4888,1686,.17570484,.11831999,.054078199,.16864765,.52608293,.02705469,.023490967,.056711916,.019561434,.21514022,.40871057,.47930968,.36172494,20.124868
2007,New Jersey,15269,10423,4458,2386,8126,2165,1832,4992,1537,.17646515,.12045951,.051521491,.15626432,.53218943,.02661798,.022523852,.057692975,.017763242,.20771371,.41094661,.47894081,.34477344,20.412535
2008,New Jersey,15576,11008,4735,2458,8349,2198,1879,5261,1676,.17949043,.12685096,.054563891,.15780689,.53601694,.026930664,.023022164,.060625266,.019313429,.19967297,.39683211,.47792515,.35395986,20.642206
2009,New Jersey,16263,11642,5121,2501,8875,2446,2090,5591,1900,.18832508,.13481402,.059301034,.15378466,.5457173,.030005643,.02563851,.064743623,.022001946,.21010135,.4081234,.48024395,.37102127,20.723852
2010,New Jersey,16922,12202,5431,2629,9180,2617,2272,5719,1860,.19326618,.13935906,.062027454,.15535988,.54248905,.031703152,.027523713,.065316707,.021243062,.21447304,.41833916,.46869364,.34247836,20.839972
2011,New Jersey,16978,12747,5241,2390,9451,2676,2267,6066,1846,.19213055,.14425068,.059309471,.14077041,.55666155,.032052509,.027153604,.068645537,.020890152,.20993175,.43255103,.47587669,.35222286,21.201731
2012,New Jersey,17031,12725,5361,2319,9707,2612,2246,5939,1896,.19352749,.14459734,.06091838,.13616347,.56996065,.031338859,.02694758,.067486338,.021544721,.20526522,.41895169,.46671906,.35366535,21.772297
2013,New Jersey,17469,12995,5549,2465,9819,2532,2208,5977,1952,.19736753,.14681956,.062693484,.1411071,.5620814,.030166559,.026306383,.06752909,.022054005,.19484417,.39790952,.45994613,.35177508,21.77858
2014,New Jersey,17701,13265,5549,2324,10406,2543,2196,5830,1799,.2008009,.15047872,.062948093,.13129202,.58787638,.03036998,.026225906,.066135764,.020407932,.19170751,.39574698,.43950245,.32420257,22.555843
2015,New Jersey,17708,13011,5329,2543,10586,2449,2108,5768,1825,.2016512,.14816375,.060684394,.14360741,.5978089,.029357821,.025270022,.065683536,.020782327,.18822534,.39557141,.4433172,.34246576,22.539869
2016,New Jersey,18019,13520,5615,2671,11129,2658,2256,5804,1819,.20645288,.15490553,.064333916,.14823242,.61762583,.032017153,.02717483,.06649939,.020841211,.19659764,.40178093,.42928994,.32395369,22.883623
2017,New Jersey,18439,13774,5895,2989,11349,2532,2185,5727,1715,.209263,.15632021,.066901967,.16210207,.61548889,.03020939,.026069319,.064995348,.019463422,.1838246,.37065309,.41578335,.29092452,22.608438
2018,New Jersey,18457,13124,5597,2686,11778,2209,1886,5332,1620,.20835121,.14814982,.063181542,.14552744,.63813186,.026174847,.02234756,.060190096,.018287314,.16831759,.33696625,.40627858,.28944078,23.499811
2000,New Mexico,213,996,142,41,114,67,53,496,92,.084658191,.39586645,.056438792,.19248827,.53521127,.028425965,.022486212,.19713831,.036565978,.067269079,.37323943,.49799198,.64788735,18.502348
2001,New Mexico,699,3543,459,127,397,303,210,1887,302,.076585956,.3881889,.050290346,.18168813,.56795424,.035409607,.024541311,.2067492,.033088639,.085520744,.45751634,.53259951,.65795207,20.866953
2002,New Mexico,667,3160,444,114,382,272,212,1640,285,.083479352,.39549437,.055569462,.17091455,.57271361,.036588646,.028517623,.20525657,.035669588,.086075947,.47747749,.51898736,.6418919,21.520241
2003,New Mexico,744,3454,526,140,385,337,254,1826,367,.08275862,.38420469,.058509454,.18817204,.5174731,.039848644,.030034291,.20311457,.040823136,.097568035,.48288974,.52866244,.69771862,19.616936
2004,New Mexico,703,3465,510,124,408,316,247,1770,335,.079669081,.39267907,.057796918,.17638691,.58036983,.038155034,.029823715,.2005893,.037964642,.091197692,.48431373,.51082253,.65686274,21.429588
2005,New Mexico,1573,7560,1053,350,805,659,513,3637,642,.086088002,.41374782,.057629161,.22250476,.51176095,.038425654,.029912537,.19904773,.035135727,.087169312,.48717949,.48108464,.60968661,20.113796
2006,New Mexico,1752,7677,1191,329,966,687,547,3668,739,.094006546,.41192251,.063905135,.18778539,.55136985,.0392549,.031255357,.19681279,.039652303,.089488082,.45927793,.4777908,.62048697,20.497147
2007,New Mexico,1713,7541,1179,285,991,665,514,3597,739,.092131451,.40558276,.06341096,.16637479,.5785172,.038019553,.029386541,.1934599,.039746139,.088184588,.43596268,.47699243,.62680238,21.603619
2008,New Mexico,1652,7704,1155,240,953,615,518,3569,700,.088898458,.41457245,.062153582,.14527845,.57687652,.035261739,.029700132,.19205725,.037668835,.079828657,.44848484,.46326584,.60606062,22.130751
2009,New Mexico,1812,7902,1260,246,1059,671,535,3746,768,.096301019,.41996172,.066964284,.13576159,.58443707,.037963226,.030268742,.19908589,.040816326,.084915213,.42460316,.4740572,.60952383,22.812363
2010,New Mexico,1785,8073,1258,242,1014,668,548,3691,719,.092925191,.42027175,.065490134,.13557424,.56806725,.037059639,.030402219,.19214952,.037430372,.082744956,.43561208,.45720303,.57154214,22.991596
2011,New Mexico,1882,8004,1334,255,1108,691,572,3729,782,.095161043,.40471256,.067452088,.13549416,.5887354,.037292894,.030870527,.18855236,.039540879,.086331837,.42878559,.46589205,.58620691,23.069075
2012,New Mexico,1690,7992,1167,192,1060,545,446,3601,657,.08547873,.40422842,.059025846,.11360947,.62721896,.02931053,.023986232,.18213545,.033230487,.06819319,.38217652,.45057559,.56298202,24.352663
2013,New Mexico,1853,7973,1309,241,1106,686,580,3611,700,.093994118,.4044334,.066399515,.13005936,.59686995,.036947273,.031238219,.18316932,.035507761,.086040385,.44308633,.45290354,.53475934,23.123583
2014,New Mexico,1753,7636,1198,181,1086,542,440,3262,633,.090909094,.39599648,.062127262,.10325157,.6195094,.029690497,.024102986,.16916455,.032826841,.070979573,.36727878,.427187,.52838063,24.847118
2015,New Mexico,1626,7726,1098,187,1040,516,423,3294,571,.085255876,.40509647,.057571311,.11500615,.63960642,.028546138,.023401195,.17271392,.029939178,.066787474,.38524589,.42635259,.52003646,25.058426
2016,New Mexico,1666,7579,1107,194,1099,519,424,3089,550,.087408185,.39763904,.058079749,.11644658,.65966386,.028793342,.023522886,.16206716,.028856244,.068478689,.38301715,.40757355,.4968383,25.636255
2017,New Mexico,1641,7554,1105,221,1095,512,423,3006,521,.086273067,.39714,.058093686,.13467398,.66727602,.028329553,.023405079,.15803586,.027390778,.067778662,.38280544,.39793488,.47149321,25.500305
2018,New Mexico,1585,7599,1044,209,1100,525,398,3005,495,.082350492,.39481479,.05424222,.13186119,.69400632,.028586986,.021671658,.15612823,.025718294,.069088034,.38122606,.39544678,.47413793,26.949528
2000,New York,4003,2602,967,754,1931,495,372,1387,377,.18069787,.11745588,.043650974,.18835872,.4823882,.023823274,.017903551,.06261003,.017018011,.19023828,.38469493,.53305149,.38986558,19.356483
2001,New York,11314,7256,2467,1979,5806,1293,958,3714,922,.17452605,.11192867,.038055133,.17491603,.51316953,.021237107,.01573484,.057290945,.014222469,.17819735,.3883259,.51185226,.37373328,20.27656
2002,New York,10308,6260,2296,1689,5320,1262,951,3188,899,.17960691,.10907444,.040005576,.16385332,.51610398,.023323722,.017575959,.055547811,.015664205,.20159744,.41419861,.50926518,.39155051,20.470411
2003,New York,11706,7243,2676,1842,6287,1444,1115,3689,1066,.17945731,.11103787,.04102407,.1573552,.53707498,.023502221,.018147491,.056553733,.016342174,.1993649,.41666666,.50931937,.39835575,20.984795
2004,New York,11638,7336,2700,1772,6365,1393,1068,3721,1047,.17803001,.11222102,.041302718,.15225984,.54691529,.022663305,.017375743,.056921266,.016016277,.1898855,.39555556,.50722462,.38777778,21.249012
2005,New York,31693,20372,7741,4893,17297,3964,3129,10469,3091,.17470756,.11230058,.042672239,.1543874,.54576719,.023171123,.018290224,.057710331,.017039128,.19458079,.40421134,.51389164,.39930242,21.063295
2006,New York,33738,22131,8456,4897,19066,4417,3550,11252,3298,.18027925,.11825716,.045184698,.1451479,.56511945,.024961289,.020061711,.060125146,.017622888,.19958429,.41982025,.50842708,.39001891,21.224346
2007,New York,33754,22150,8585,4619,19191,4429,3649,11173,3450,.18044767,.11841311,.0458951,.13684304,.56855482,.025051897,.020639958,.059730455,.018443575,.19995485,.42504367,.50442439,.40186372,21.3764
2008,New York,34297,22432,8492,4897,19953,4349,3551,11232,3447,.18359983,.12008373,.045459654,.14278217,.58177102,.024605652,.020090751,.060127515,.018452594,.19387482,.41815826,.50071329,.40591145,22.009243
2009,New York,34605,24014,9153,4916,20316,4787,3912,12102,3764,.18332124,.12721503,.048488349,.1420604,.5870828,.026803812,.021904431,.064110786,.019939926,.19934206,.42740086,.50395602,.41123128,21.940731
