year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2016,Vermont,279,77,12,46,197,3,1,23,2,.043518953,.012010607,.0018717828,.16487455,.70609319,.00048582995,.00016194332,.0035875838,.00031196381,.038961038,.083333336,.29870129,.16666667,29.326164
2017,Vermont,299,107,17,41,197,1,0,32,2,.047160883,.016876971,.0026813881,.13712375,.65886289,.00016479894,0,.0050473185,.00031545741,.0093457941,0,.29906541,.11764706,29.013378
2018,Vermont,311,136,25,52,207,6,4,53,4,.04832194,.021131137,.0038844002,.16720258,.66559488,.00097576843,.00065051229,.0082349284,.00062150403,.044117648,.16,.3897059,.16,30.491961
2000,Virginia,781,299,157,186,351,43,41,148,58,.087585509,.033531457,.017606819,.23815621,.44942382,.0051664063,.0049261083,.016597511,.00650443,.14381272,.26114649,.49498329,.36942676,17.480154
2001,Virginia,2456,1125,578,623,1113,232,220,573,249,.088616274,.040591739,.020855132,.25366449,.4531759,.0089179324,.0084566595,.020674724,.008984305,.20622222,.38062283,.50933331,.43079585,17.308226
2002,Virginia,2206,1008,509,507,1024,196,185,513,204,.088137761,.040273283,.02033641,.22982775,.46418858,.0083478857,.007879382,.020496225,.0081505449,.19444445,.36345777,.5089286,.40078586,17.719854
2003,Virginia,2773,1292,648,710,1273,283,262,673,291,.10030384,.046733703,.023439195,.25604039,.45906961,.010904327,.010095172,.024343485,.010525935,.21904024,.40432099,.52089781,.44907406,17.580959
2004,Virginia,2787,1395,700,666,1245,259,242,700,295,.099450469,.049778759,.024978589,.23896663,.4467169,.0098711792,.0092232637,.024978589,.010526692,.18566309,.34571427,.50179213,.42142856,17.403301
2005,Virginia,7282,3490,1778,1606,3487,724,664,1747,731,.099062696,.047477178,.024187515,.2205438,.47885197,.010488802,.0096195638,.023765797,.0099443607,.20744985,.37345332,.50057304,.41113612,18.209009
2006,Virginia,7616,3823,1939,1654,3587,784,744,1895,796,.099362031,.049876712,.025297133,.21717437,.47098213,.010852112,.010298433,.024723088,.010385002,.20507455,.38370293,.49568403,.41052088,18.061712
2007,Virginia,7817,4030,1986,1507,3792,768,724,2011,827,.10083199,.05198323,.025617544,.19278495,.48509657,.010525594,.0099225659,.02594002,.010667526,.19057073,.36455187,.49900743,.41641492,18.468849
2008,Virginia,8170,4299,2006,1499,4071,767,715,2226,865,.10382514,.054632101,.025492439,.18347614,.49828643,.010355769,.0096536828,.028288219,.010992502,.17841358,.35643071,.51779485,.43120638,19.062056
2009,Virginia,8341,4361,2092,1547,4134,736,677,2141,840,.10618985,.055520192,.026633397,.18546937,.49562404,.009940573,.0091437064,.027257219,.010694098,.16876863,.32361376,.49094245,.40152964,19.123007
2010,Virginia,8753,4693,2188,1567,4324,777,706,2328,874,.11016299,.05906488,.027537599,.17902434,.49400204,.010384785,.0094358539,.029299604,.010999937,.16556573,.32266912,.49605796,.39945155,19.36022
2011,Virginia,8202,4831,2089,1532,4224,717,654,2283,746,.10080501,.059374426,.025674431,.18678372,.51499635,.0093267076,.0085072061,.028058747,.0091685615,.14841647,.31306845,.47257295,.35710865,19.935625
2012,Virginia,9436,4965,2144,1644,4838,672,625,2303,774,.11392833,.059946392,.025886217,.17422637,.51271725,.0085773366,.0079774335,.02780595,.009345117,.13534743,.29151121,.46384692,.36100745,20.136393
2013,Virginia,9356,5105,2186,1443,5021,617,571,2302,761,.11266316,.061473437,.026323395,.15423258,.53666097,.0078459801,.007261028,.027720245,.0091638165,.1208619,.2612077,.45093045,.34812441,20.977661
2014,Virginia,9744,5248,2257,1539,5289,659,584,2467,862,.11684434,.062930942,.027064621,.15794335,.54279554,.0083370237,.0073881964,.029582819,.010336599,.12557165,.25875056,.47008383,.3819229,20.906918
2015,Virginia,9954,5709,2356,1633,5654,695,626,2543,801,.11924957,.068394192,.028225034,.16405465,.56801283,.0087706018,.0078998515,.030465305,.0095960321,.12173761,.26570457,.44543704,.33998302,21.540184
2016,Virginia,10124,5758,2407,1667,5868,791,732,2595,867,.12117875,.068920113,.028810475,.16465823,.57961279,.009985609,.0092407912,.031060733,.010377517,.13737409,.304113,.45067731,.36019942,21.724318
2017,Virginia,10259,5964,2455,1795,6030,694,645,2634,838,.12152046,.070645094,.029080098,.17496832,.5877766,.0086765187,.0080639115,.031200398,.0099263228,.11636486,.26272914,.44164991,.34134421,21.632322
2018,Virginia,10348,6195,2561,1821,6195,750,662,2678,886,.12209309,.073093034,.030216506,.17597604,.59866643,.009337184,.0082416218,.031596955,.010453661,.12106538,.25849277,.43228409,.34595862,22.020004
2000,Washington,739,399,115,168,351,54,50,232,57,.099234588,.053578623,.01544246,.22733423,.47496617,.0077242167,.0071520526,.031153485,.007654089,.13533835,.43478259,.58145362,.49565217,19.577808
2001,Washington,2482,1299,437,600,1202,211,173,761,240,.10742263,.056221597,.018913655,.24174052,.48428687,.0097360648,.0079826508,.032936595,.010387362,.16243264,.395881,.58583528,.5491991,18.928284
2002,Washington,2345,1261,445,539,1129,268,237,804,281,.11225466,.060363811,.021302059,.22985074,.4814499,.013679053,.012096774,.038487315,.013451412,.21252973,.53258425,.63758922,.63146067,19.461407
2003,Washington,2429,1389,441,511,1151,220,197,830,263,.10407472,.059514116,.018895412,.21037464,.47385755,.010021866,.0089741256,.035562791,.011268692,.15838733,.44671202,.59755218,.59637189,19.453274
2004,Washington,2732,1575,512,554,1326,248,217,948,297,.11314503,.065228194,.021204339,.20278184,.48535872,.010901578,.0095388805,.039261162,.012300174,.15746032,.42382813,.60190475,.58007813,19.698389
2005,Washington,7075,4547,1672,1544,3386,854,766,2889,1020,.11500325,.073910922,.027178153,.21823321,.47858658,.014779177,.013256265,.046960339,.016579974,.18781614,.45813397,.635364,.61004782,19.641697
2006,Washington,7464,4896,1910,1350,3787,894,820,3116,1140,.1174989,.077073231,.030067377,.18086816,.50736868,.014956586,.013718569,.049052328,.017945973,.18259804,.42931938,.63643789,.59685862,20.046892
2007,Washington,7740,5011,1908,1424,3895,918,824,3045,1095,.12016021,.07779365,.02962089,.18397933,.50322998,.015145265,.013594443,.047272332,.01699941,.18319696,.43186584,.60766315,.57389939,20.027649
2008,Washington,7973,5306,1895,1468,4139,894,814,3216,1072,.12193742,.08114887,.02898174,.18412142,.51912707,.014550544,.013248483,.04918484,.016394947,.1684885,.42955145,.60610628,.56569922,20.357708
2009,Washington,8156,5727,1942,1354,4430,962,855,3433,1072,.12281838,.08624091,.029243905,.16601275,.54315841,.015405804,.013692268,.051696356,.016142877,.16797626,.44026777,.59944123,.55200821,20.92251
2010,Washington,8798,6043,2105,1475,4722,987,879,3611,1162,.13055737,.089674719,.031237016,.16765174,.53671288,.015566105,.013862823,.053585209,.017243426,.16332947,.41757721,.59755087,.552019,20.9193
2011,Washington,8809,6066,2041,1305,4927,957,848,3597,1153,.12627219,.086952783,.029256616,.14814395,.55931431,.014553141,.012895573,.05156102,.016527623,.15776458,.41548261,.59297723,.56491917,21.789761
2012,Washington,8969,6308,2179,1247,5028,970,876,3635,1177,.12942094,.091023214,.031442549,.13903445,.5605976,.014819794,.013383649,.052452344,.016983882,.15377298,.40201926,.5762524,.54015601,22.052626
2013,Washington,8904,6415,2112,1240,5077,937,830,3656,1089,.1279439,.092178814,.03034788,.13926326,.57019317,.014250734,.012623382,.052534018,.015648125,.14606391,.39299244,.56991428,.515625,22.299978
2014,Washington,8906,6663,2086,1259,5190,909,811,3810,1083,.12614731,.094376773,.029546741,.14136538,.58275318,.013634114,.012164209,.053966004,.015339944,.13642503,.38878235,.57181448,.51917547,22.490681
2015,Washington,9659,7027,2312,1517,5726,926,855,3795,1103,.13451897,.097863629,.032198764,.1570556,.59281498,.013654393,.012607458,.05285221,.015361262,.13177744,.36980969,.54005975,.47707611,22.335335
2016,Washington,9647,6894,2210,1494,5803,949,870,3697,1117,.13327715,.095243357,.03053203,.1548668,.60153413,.013870821,.012716138,.051075529,.0154318,.13765593,.39366516,.53626341,.50542986,22.836218
2017,Washington,10280,7228,2258,1848,6145,894,820,3751,1050,.13762635,.096766852,.0302296,.17976654,.59776264,.012677255,.011627907,.05021755,.014057166,.12368567,.36315322,.51895404,.4650133,22.395817
2018,Washington,10568,7409,2295,1882,6332,838,760,3710,994,.13864218,.097199082,.030108232,.17808479,.59916729,.011613243,.010532297,.048671696,.013040341,.11310568,.33115467,.50074232,.43311548,22.719152
2000,West Virginia,29,14,1,5,14,0,0,4,0,.013776722,.0066508316,.00047505938,.1724138,.48275861,0,0,.0019002375,0,0,0,.2857143,0,20.689655
2001,West Virginia,220,124,32,23,138,12,6,72,18,.0132626,.0074752835,.0019291054,.10454545,.62727273,.00076292199,.000381461,.0043404871,.0010851218,.096774191,.1875,.58064514,.5625,24.963636
2002,West Virginia,209,112,19,36,131,3,3,56,4,.014598031,.0078228675,.0013270937,.17224881,.62679428,.0002206856,.0002206856,.0039114337,.00027938813,.026785715,.15789473,.5,.21052632,26.38756
2003,West Virginia,214,99,29,44,126,9,9,42,9,.013293576,.0061498322,.001801466,.20560747,.58878505,.0005904737,.0005904737,.0026090199,.00055907568,.090909094,.31034482,.42424244,.31034482,25.149532
2004,West Virginia,221,113,25,37,137,9,6,60,10,.014590348,.007460223,.0016504918,.16742082,.61990952,.00062309607,.0004153974,.0039611803,.00066019676,.079646021,.23999999,.53097343,.40000001,25.538462
2005,West Virginia,276,111,23,40,174,9,5,55,7,.015530922,.0062461314,.0012942434,.14492753,.63043481,.0005299105,.00029439473,.00309493,.00039390018,.081081077,.2173913,.4954955,.30434781,25.184782
2006,West Virginia,309,164,58,56,170,22,15,86,23,.016751599,.008890816,.0031443131,.18122977,.55016184,.0012492902,.00085178873,.0046622576,.0012468828,.13414635,.25862068,.52439022,.39655173,22.951456
2007,West Virginia,296,197,41,44,168,8,5,97,14,.016095703,.010712343,.0022294726,.14864865,.56756759,.00045763972,.00028602482,.0052746059,.00076128333,.040609136,.12195122,.49238577,.34146342,23.283783
2008,West Virginia,279,188,47,60,161,7,7,88,16,.015436538,.010401682,.0026004205,.21505377,.57706094,.00040745051,.00040745051,.0048688725,.00088524952,.037234042,.14893617,.46808511,.34042552,24.172043
2009,West Virginia,305,195,40,54,198,6,5,91,12,.016709583,.010683175,.0021914206,.17704917,.64918035,.00034624041,.00028853366,.004985482,.00065742619,.030769231,.125,.46666667,.30000001,25.203279
2010,West Virginia,264,211,36,58,159,13,11,94,17,.014494345,.011584495,.0019765017,.21969697,.60227275,.0007525761,.00063679519,.0051608654,.00093334797,.061611373,.30555555,.44549763,.47222221,24.117424
2011,West Virginia,324,212,59,85,170,14,13,72,13,.017642254,.011543698,.0032126326,.26234567,.52469134,.00080050319,.0007433244,.0039205011,.00070786825,.066037737,.22033899,.33962265,.22033899,22.459877
2012,West Virginia,331,226,56,62,190,9,6,92,17,.018097321,.012356479,.0030617823,.18731117,.57401812,.00051605504,.0003440367,.0050300709,.00092946965,.039823011,.10714286,.40707964,.30357143,24.546827
2013,West Virginia,346,264,62,57,215,22,17,127,23,.018940223,.0144515,.0033939129,.16473988,.6213873,.0012651676,.00097762956,.0069520473,.0012590322,.083333336,.27419356,.48106059,.37096775,26.855492
2014,West Virginia,328,201,53,53,191,8,4,82,26,.018006148,.011034256,.0029095302,.16158536,.58231705,.00046024623,.00023012311,.004501537,.0014273167,.039800994,.075471699,.40796021,.49056605,25.487804
2015,West Virginia,370,228,59,59,247,9,6,77,16,.020497479,.012630879,.0032685171,.15945946,.66756755,.00051975052,.00034650034,.0042656916,.00088637747,.039473683,.10169491,.33771929,.27118644,27.37027
2016,West Virginia,375,272,53,71,236,18,12,110,8,.020939192,.015187894,.0029594058,.18933333,.62933332,.0010534941,.00070232939,.0061421632,.00044670276,.066176474,.2264151,.40441176,.1509434,24.823999
2017,West Virginia,372,225,40,81,224,10,2,96,6,.020948306,.012670346,.0022525059,.21774194,.60215056,.00059021427,.00011804285,.0054060142,.00033787588,.044444446,.050000001,.42666668,.15000001,25.357527
2018,West Virginia,289,228,37,52,197,5,4,93,15,.015996899,.012620392,.0020480461,.17993079,.68166089,.00028923468,.00023138775,.0051477915,.00083028892,.021929825,.10810811,.40789473,.4054054,28.242214
2000,Wisconsin,324,216,103,96,143,35,35,132,61,.043707002,.029138001,.01389451,.2962963,.44135803,.0050143264,.0050143264,.017806556,.0082287872,.16203703,.33980581,.6111111,.592233,19.287037
2001,Wisconsin,794,678,229,227,355,127,104,411,121,.034856666,.029764257,.010053119,.28589422,.44710326,.0059434669,.0048670908,.018042935,.0053119101,.18731563,.45414847,.60619467,.52838427,20.265743
2002,Wisconsin,763,639,190,175,380,101,89,408,119,.035799745,.029981701,.0089147473,.22935779,.49803409,.0050431918,.0044440008,.019143246,.0055834469,.15805946,.46842104,.63849765,.62631577,21.173002
2003,Wisconsin,946,814,290,252,453,179,158,501,171,.041141167,.03540054,.012611986,.26638478,.47885835,.0082766907,.0073056826,.021788293,.0074367225,.21990173,.54482758,.61547911,.58965516,20.307611
2004,Wisconsin,893,746,246,234,394,132,111,470,143,.038559522,.032212097,.01062222,.26203808,.44120941,.0060773483,.0051104971,.020294486,.0061747055,.1769437,.4512195,.63002682,.5813008,19.414333
2005,Wisconsin,1686,1549,517,389,816,287,240,937,293,.029910587,.027480131,.0091718705,.2307236,.48398575,.0054045911,.0045195185,.016622907,.0051979846,.18528083,.46421662,.60490638,.56673115,21.20344
2006,Wisconsin,1809,1656,539,371,882,238,208,1014,312,.031196648,.028558126,.009295187,.20508568,.48756218,.0043428279,.0037954126,.017486678,.0053805164,.14371981,.38589981,.61231881,.57884973,21.613047
2007,Wisconsin,1851,1752,589,357,943,289,243,1044,309,.031676222,.02998203,.010079576,.19286872,.50945437,.0052327584,.0043998626,.017866004,.0052879266,.16495433,.41256368,.5958904,.52461797,21.342518
2008,Wisconsin,2000,2028,609,339,1045,278,228,1174,312,.034361899,.034842964,.010463199,.16949999,.52249998,.0050606183,.0041504349,.020170435,.0053604562,.13708086,.37438422,.57889545,.51231527,22.0355
2009,Wisconsin,2109,2080,734,377,1083,366,322,1238,422,.035716102,.035224982,.012430354,.17875771,.51351351,.0065580821,.0057696789,.02096564,.0071466072,.17596154,.43869209,.59519231,.57493186,21.834993
2010,Wisconsin,1941,2089,665,346,1001,281,231,1232,360,.033377469,.035922479,.011435351,.17825863,.51571357,.0051127165,.0042029801,.021185493,.0061905663,.13451412,.34736842,.58975589,.5413534,21.77898
2011,Wisconsin,2088,2167,622,306,1135,301,236,1242,312,.035127267,.036456317,.010464158,.14655173,.54358238,.0053339475,.0041820984,.020894669,.0052489024,.13890171,.37942123,.57314259,.50160772,23.44157
2012,Wisconsin,1989,2111,652,330,1071,291,245,1205,334,.0340093,.036095344,.011148348,.16591252,.53846157,.0052432432,.0044144145,.020603925,.0057109636,.13784936,.37576687,.5708195,.51226991,23.108597
2013,Wisconsin,2062,2158,645,362,1101,298,241,1191,291,.035214152,.036853611,.011015097,.17555772,.53394765,.0053602909,.0043350002,.020339504,.0049696015,.13809082,.3736434,.55189991,.45116279,23.044132
2014,Wisconsin,2099,2193,616,299,1178,217,173,1232,301,.035850313,.037455805,.010521102,.14244878,.56121963,.0038925861,.0031033061,.021042204,.0051409928,.098951206,.28084415,.56178749,.48863637,23.185326
2015,Wisconsin,2108,2358,682,344,1176,303,243,1286,302,.035986207,.040254019,.011642596,.16318786,.55787474,.0054255375,.0043511735,.021953635,.0051555191,.12849873,.35630497,.54537743,.44281524,22.723434
2016,Wisconsin,2124,2261,645,335,1257,243,202,1191,293,.036264919,.03860404,.011012652,.15772128,.5918079,.0043662628,.0036295685,.020334989,.0050026462,.10747457,.3131783,.52675807,.45426357,23.571093
2017,Wisconsin,2071,2383,576,340,1287,205,163,1232,243,.035066627,.04034948,.009752959,.1641719,.62143892,.003650025,.0029022149,.020860495,.0041145296,.08602602,.2829861,.51699537,.421875,24.462095
2018,Wisconsin,2133,2424,629,360,1277,270,195,1231,245,.035649225,.040512759,.010512593,.16877638,.59868729,.0047500087,.0034305619,.020573931,.0040947301,.11138614,.31001589,.50783831,.38950714,23.485701
2000,Wyoming,52,141,16,5,36,7,4,79,11,.021198532,.057480637,.0065226252,.096153848,.69230771,.0030554342,.0017459624,.032205462,.0044843052,.04964539,.25,.56028366,.6875,27.365385
2001,Wyoming,255,630,91,62,139,32,28,320,52,.028587444,.070627801,.010201794,.24313726,.54509807,.0038387715,.0033589252,.035874441,.0058295964,.050793651,.30769232,.50793654,.5714286,21.643137
2002,Wyoming,242,567,90,51,126,35,29,313,55,.029573506,.06928999,.010998411,.2107438,.52066118,.0045584789,.0037770253,.038250029,.0067212512,.061728396,.32222223,.55202824,.6111111,21.793388
2003,Wyoming,250,628,75,61,137,30,23,309,32,.026539277,.06666667,.0079617836,.244,.54799998,.0033833315,.0025938875,.032802548,.0033970275,.047770701,.30666667,.49203822,.42666668,21.639999
2004,Wyoming,296,660,114,67,145,54,47,359,71,.032121539,.071622357,.012371134,.22635135,.48986486,.006252171,.0054417043,.038958222,.0077048289,.081818178,.41228071,.54393941,.62280703,21.121622
2005,Wyoming,118,302,36,16,81,19,16,153,19,.023338608,.059731014,.0071202531,.13559322,.68644071,.0039966344,.003365587,.030261075,.0037579115,.06291391,.44444445,.50662249,.52777779,28.711864
2006,Wyoming,168,358,77,42,84,35,29,195,50,.031704094,.06755992,.014531043,.25,.5,.0070042023,.0058034821,.036799397,.0094357422,.097765364,.37662336,.54469275,.64935064,22.428572
2007,Wyoming,173,347,71,39,102,26,24,170,40,.032616895,.065422326,.013386124,.22543353,.58959538,.0051979208,.0047980808,.032051284,.0075414781,.074927956,.33802816,.48991355,.5633803,23.578035
2008,Wyoming,142,352,45,26,87,20,16,188,13,.025771325,.063883848,.0081669688,.18309858,.61267608,.0038819876,.0031055901,.034119781,.0023593467,.056818184,.35555556,.53409094,.2888889,23.62676
2009,Wyoming,169,397,70,28,88,22,18,211,34,.030516433,.071686529,.012639943,.16568047,.52071005,.004266046,.0034904014,.038100399,.0061394004,.055415615,.25714287,.53148615,.48571429,22.35503
2010,Wyoming,173,424,73,45,78,23,16,211,34,.030543786,.074858755,.012888419,.26011559,.45086706,.0043396228,.0030188679,.037252825,.0060028248,.054245282,.21917808,.4976415,.46575344,19.809248
2011,Wyoming,182,451,80,47,85,23,21,221,36,.031390134,.07778544,.013797862,.25824177,.46703297,.0042451089,.003875969,.038116593,.0062090377,.050997782,.26249999,.49002218,.44999999,18.835165
